Sentence,Sentiment,Length,Word_Count,Cleaned_Text,Final_Text,Label
"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",neutral,109,21,in sweden  gallerix accumulated sek denominated sales were down   and eur denominated sales were up   ,sweden gallerix accumulated sek denominated sale eur denominated sale,1
$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,negative,62,7,isrg  isrg short   ,isrg isrg short,0
$DARA breaking out,positive,18,3,dara breaking out,dara breaking,2
"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral,185,35,a total of  new citycon shares with a nominal value of eur  per share were subscribed on  april exercising the abc options based on the company s stock option plan  ,total new citycon share nominal value eur per share subscribed april exercising abc option based stock option plan,1
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,positive,77,14,aapl im sure those short are holding their breath hoping for a miracle lol,aapl im sure short holding breath hoping miracle lol,2
`` Management decided at the end of 2005 to increase cathode copper capacity .,neutral,78,14, management decided at the end of  to increase cathode copper capacity ,management decided end increase cathode copper capacity,1
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',neutral,135,26,image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display  ,image data produced browser phone server converted bitmapped image sent handset display,1
Shire says internal synergy goals from Baxalta deal higher,positive,58,9,shire says internal synergy goals from baxalta deal higher,shire say internal synergy goal baxalta deal higher,2
One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,neutral,155,25,one of the largest projects of the magazine division of sanomawsoy  sanoma magazines international in  became launch of the russian magazine gloriya ,one largest project magazine division sanomawsoy sanoma magazine international became launch russian magazine gloriya,1
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,neutral,91,15,finnish airline finnair is starting the temporary layoffs of cabin crews in february  ,finnish airline finnair starting temporary layoff cabin crew february,1
The sellers were the founders of the company .,neutral,46,9,the sellers were the founders of the company ,seller founder,1
"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",neutral,150,23,foodservice and consumer goods markets are served by approximately  people in  manufacturing units and several sales offices in  countries ,foodservice consumer good market served approximately people manufacturing unit several sale office country,1
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+Ã±nnen Tehtaat 's other businesses .",neutral,146,28,the acquisition does not have to be from the frozen foods or fish sector  as long as it has synergies with lã±nnen tehtaat s other businesses ,acquisition frozen food fish sector long synergy lã±nnen tehtaat business,1
$GNRC finding support at its 10-day line so far.,positive,48,9,gnrc finding support at its day line so far,gnrc finding support day line far,2
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",neutral,123,22,under the transaction agreement  metsaliitto will purchase   of metsabotnia s shares from upm and   from mreal ,transaction agreement metsaliitto purchase metsabotnia share upm mreal,1
"Britain's FTSE falls back with Ashtead, commodities under pressure",negative,66,9,britains ftse falls back with ashtead commodities under pressure,britain ftse fall back ashtead commodity pressure,0
Sales by Seppala diminished by 6 per cent .,neutral,43,9,sales by seppala diminished by  per cent ,sale seppala diminished per cent,1
$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,positive,73,13,bbry bye bye sammy hello bb sounds like well see some green tomorrow,bbry bye bye sammy hello bb sound like well see green tomorrow,2
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",negative,91,18,as capacity was cut with    the passenger load factor was down  percentage points ,capacity cut passenger load factor percentage point,0
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral,124,19,rockwell collins is a provider of flight deck  cabin and information management solutions for business aircraft operators ,rockwell collins provider flight deck cabin information management solution business aircraft operator,1
